"OKV_SCHEMA","DL_NAAM","DL_ID","DL_RUN_ID","PROCES_NAAM","DL_FREQUENTIE_INFO","PROCES_STATUS","VERSCHIL","TYPE_DL_NAAM","AANTAL_RUNS_PER_BRON","AANTAL_RUNS_GOED","AANTAL_RUNS_FOUT","RUN_FOUT","START_TIJD","EIND_TIJD"
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,9139,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,08-11-2023 02:07_23,08-11-2023 02:07_23
"OKV_STORAGE_PO","storage.storagedagelijks",71,9138,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,08-11-2023 00:08_25,08-11-2023 00:08_25
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,9135,"ControlerenPakbon","dagelijks","Afgebroken",1,"bestand",772,737,35,3,07-11-2023 15:29_45,07-11-2023 15:30_34
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,9135,"MasterBestandHarnas","dagelijks","Afgebroken",3,"bestand",772,737,35,3,07-11-2023 15:28_31,07-11-2023 15:31_12
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,9135,"PlatBestandHarnas","dagelijks","Afgebroken",2,"bestand",772,737,35,3,07-11-2023 15:28_35,07-11-2023 15:30_57
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,9132,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,07-11-2023 02:05_51,07-11-2023 02:05_51
"OKV_STORAGE_PO","storage.storagedagelijks",71,9131,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,07-11-2023 00:06_51,07-11-2023 00:06_51
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,9125,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,06-11-2023 02:05_23,06-11-2023 02:05_23
"OKV_STORAGE_PO","storage.storagedagelijks",71,9123,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,06-11-2023 00:07_40,06-11-2023 00:07_40
"OKV_STORAGE_PO","storage.storagedagelijks",71,9121,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,05-11-2023 00:08_49,05-11-2023 00:08_49
"OKV_STORAGE_PO","storage.storagedagelijks",71,9116,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,04-11-2023 00:06_40,04-11-2023 00:06_40
"OKV_UZS_PO","uzs.uzswekelijks",109,9114,"BronzoneHarnas","Wekelijks","Afgebroken",687,"datadump",12,7,5,4,04-11-2023 01:13_47,04-11-2023 12:40_37
"OKV_UZS_PO","uzs.uzswekelijks",109,9114,"LadenBronzone","Wekelijks","Afgebroken",461,"datadump",12,7,5,4,04-11-2023 04:59_44,04-11-2023 12:40_22
"OKV_UZS_PO","uzs.uzswekelijks",109,9114,"MasterDatapumpHarnas","Wekelijks","Afgebroken",972,"datadump",12,7,5,4,03-11-2023 20:28_34,04-11-2023 12:40_47
"OKV_UZS_PO","uzs.uzswekelijks",109,9114,"MasterSequenceDatapump","Wekelijks","Afgebroken",0,"datadump",12,7,5,4,04-11-2023 12:40_43,04-11-2023 12:40_43
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,9108,"BronzoneHarnas","dagelijks","Afgebroken",5,"bestand",772,737,35,4,03-11-2023 02:05_11,03-11-2023 02:10_16
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,9108,"Creatie technische staging tabellen","dagelijks","Afgebroken",3,"bestand",772,737,35,4,03-11-2023 02:06_36,03-11-2023 02:09_50
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,9108,"InitialiserenBronzone","dagelijks","Afgebroken",4,"bestand",772,737,35,4,03-11-2023 02:06_20,03-11-2023 02:10_02
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,9108,"MasterBestandHarnas","dagelijks","Afgebroken",10,"bestand",772,737,35,4,03-11-2023 02:00_20,03-11-2023 02:10_29
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,9107,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,03-11-2023 02:06_16,03-11-2023 02:06_16
"OKV_STORAGE_PO","storage.storagedagelijks",71,9106,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,03-11-2023 00:06_47,03-11-2023 00:06_47
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,9104,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,02-11-2023 17:35_25,02-11-2023 17:35_25
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,9100,"DetecteerPakbon","weekdagelijks om 02:00 Uur","Afgebroken",61,"bestand",426,157,269,3,02-11-2023 02:00_29,02-11-2023 03:01_49
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,9100,"MasterBestandHarnas","weekdagelijks om 02:00 Uur","Afgebroken",62,"bestand",426,157,269,3,02-11-2023 02:00_20,02-11-2023 03:02_18
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,9100,"PlatBestandHarnas","weekdagelijks om 02:00 Uur","Afgebroken",62,"bestand",426,157,269,3,02-11-2023 02:00_24,02-11-2023 03:02_04
"OKV_STORAGE_PO","storage.storagedagelijks",71,9099,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,02-11-2023 00:06_40,02-11-2023 00:06_40
"OKV_RESAFASA_PO","rf.brutos",38,9095,"DetecteerResafasaPakbon","dagelijks","Afgebroken",28042,"bestand",586,542,44,3,01-11-2023 03:51_27,20-11-2023 15:13_40
"OKV_RESAFASA_PO","rf.brutos",38,9095,"MasterBestandHarnasResafasa","dagelijks","Afgebroken",28051,"bestand",586,542,44,3,01-11-2023 03:51_04,20-11-2023 15:21_37
"OKV_RESAFASA_PO","rf.brutos",38,9095,"ResafasaPlatBestandHarnas","dagelijks","Afgebroken",148,"bestand",586,542,44,3,01-11-2023 03:51_13,01-11-2023 06:18_46
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,9092,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,01-11-2023 02:08_52,01-11-2023 02:08_52
"OKV_STORAGE_PO","storage.storagedagelijks",71,9091,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,01-11-2023 00:06_54,01-11-2023 00:06_54
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,9082,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,31-10-2023 02:06_59,31-10-2023 02:06_59
"OKV_STORAGE_PO","storage.storagedagelijks",71,9080,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,31-10-2023 00:14_41,31-10-2023 00:14_41
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,9072,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,30-10-2023 02:06_38,30-10-2023 02:06_38
"OKV_STORAGE_PO","storage.storagedagelijks",71,9070,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,30-10-2023 00:05_40,30-10-2023 00:05_40
"OKV_STORAGE_PO","storage.storagedagelijks",71,9068,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,29-10-2023 00:06_48,29-10-2023 00:06_48
"OKV_STORAGE_PO","storage.storagedagelijks",71,9063,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,28-10-2023 09:30_36,28-10-2023 09:30_36
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,9048,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,27-10-2023 11:05_41,27-10-2023 11:05_41
"OKV_STORAGE_PO","storage.storagedagelijks",71,9046,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,27-10-2023 11:02_13,27-10-2023 11:02_13
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,9041,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,27-10-2023 10:45_36,27-10-2023 10:45_36
"OKV_STORAGE_PO","storage.storagedagelijks",71,9040,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,27-10-2023 10:44_16,27-10-2023 10:44_16
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,9029,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,25-10-2023 02:06_28,25-10-2023 02:06_28
"OKV_STORAGE_PO","storage.storagedagelijks",71,9028,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,25-10-2023 00:06_43,25-10-2023 00:06_43
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,9023,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,24-10-2023 02:06_50,24-10-2023 02:06_50
"OKV_STORAGE_PO","storage.storagedagelijks",71,9016,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,24-10-2023 00:07_17,24-10-2023 00:07_17
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8997,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,23-10-2023 02:07_00,23-10-2023 02:07_00
"OKV_STORAGE_PO","storage.storagedagelijks",71,8995,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,23-10-2023 00:05_39,23-10-2023 00:05_39
"OKV_STORAGE_PO","storage.storagedagelijks",71,8993,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,22-10-2023 00:06_20,22-10-2023 00:06_20
"OKV_BAS_PO","bas.baswekelijks_saf",36,8992,"MasterBestandHarnas","wekelijks","Afgebroken",3,"bestand",154,145,9,2,21-10-2023 05:00_26,21-10-2023 05:03_07
"OKV_BAS_PO","bas.baswekelijks_saf",36,8992,"PlatBestandHarnas","wekelijks","Afgebroken",2,"bestand",154,145,9,2,21-10-2023 05:00_30,21-10-2023 05:02_53
"OKV_WWO_PO","wwo.wwodagelijks",100,8990,"DBLinkHarnas","Dagelijks","Afgebroken",0,"databaselink",44,38,6,3,21-10-2023 02:02_23,21-10-2023 02:02_23
"OKV_WWO_PO","wwo.wwodagelijks",100,8990,"DetecteerSignaal","Dagelijks","Afgebroken",2,"databaselink",44,38,6,3,21-10-2023 02:00_37,21-10-2023 02:02_07
"OKV_WWO_PO","wwo.wwodagelijks",100,8990,"MasterDBLinkHarnas","Dagelijks","Afgebroken",2,"databaselink",44,38,6,3,21-10-2023 02:00_25,21-10-2023 02:02_38
"OKV_STORAGE_PO","storage.storagedagelijks",71,8989,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,21-10-2023 00:05_48,21-10-2023 00:05_48
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8985,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,20-10-2023 02:05_35,20-10-2023 02:05_35
"OKV_STORAGE_PO","storage.storagedagelijks",71,8984,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,20-10-2023 00:05_45,20-10-2023 00:05_45
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8976,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,19-10-2023 02:05_28,19-10-2023 02:05_28
"OKV_STORAGE_PO","storage.storagedagelijks",71,8975,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,19-10-2023 00:05_30,19-10-2023 00:05_30
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8972,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,18-10-2023 02:05_09,18-10-2023 02:05_09
"OKV_STORAGE_PO","storage.storagedagelijks",71,8971,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,18-10-2023 00:07_25,18-10-2023 00:07_25
"OKV_IMF_PO","imf.imfwekelijks",74,8969,"MasterBestandHarnas","wekelijks,  zondag 23:45uur","Afgebroken",9,"bestand",133,122,11,1,17-10-2023 16:16_09,17-10-2023 16:25_00
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8967,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,17-10-2023 02:05_31,17-10-2023 02:05_31
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,8966,"DetecteerPakbon","dagelijks","Afgebroken",9236,"bestand",772,737,35,3,17-10-2023 02:00_31,23-10-2023 11:56_58
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,8966,"MasterBestandHarnas","dagelijks","Afgebroken",9246,"bestand",772,737,35,3,17-10-2023 02:00_22,23-10-2023 12:06_26
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,8966,"PlatBestandHarnas","dagelijks","Afgebroken",9241,"bestand",772,737,35,3,17-10-2023 02:00_26,23-10-2023 12:01_14
"OKV_STORAGE_PO","storage.storagedagelijks",71,8965,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,17-10-2023 00:06_12,17-10-2023 00:06_12
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8960,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,16-10-2023 02:06_42,16-10-2023 02:06_42
"OKV_STORAGE_PO","storage.storagedagelijks",71,8957,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,16-10-2023 00:05_42,16-10-2023 00:05_42
"OKV_STORAGE_PO","storage.storagedagelijks",71,8956,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,15-10-2023 00:07_04,15-10-2023 00:07_04
"OKV_STORAGE_PO","storage.storagedagelijks",71,8951,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,14-10-2023 00:06_13,14-10-2023 00:06_13
"OKV_IOW_PO","iow.iowmigratie",115,8949,"DBLinkHarnas","Eenmalig","Afgebroken",0,"databaselink",2,1,1,3,13-10-2023 17:18_19,13-10-2023 17:18_19
"OKV_IOW_PO","iow.iowmigratie",115,8949,"MasterDBLinkHarnas","Eenmalig","Afgebroken",1,"databaselink",2,1,1,3,13-10-2023 17:17_27,13-10-2023 17:18_29
"OKV_IOW_PO","iow.iowmigratie",115,8949,"MetadataVergelijking","Eenmalig","Afgebroken",0,"databaselink",2,1,1,3,13-10-2023 17:17_50,13-10-2023 17:18_08
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8944,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,13-10-2023 02:06_10,13-10-2023 02:06_10
"OKV_STORAGE_PO","storage.storagedagelijks",71,8943,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,13-10-2023 00:06_19,13-10-2023 00:06_19
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8936,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,12-10-2023 02:06_07,12-10-2023 02:06_07
"OKV_STORAGE_PO","storage.storagedagelijks",71,8935,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,12-10-2023 00:08_38,12-10-2023 00:08_38
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8928,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,11-10-2023 02:05_45,11-10-2023 02:05_45
"OKV_STORAGE_PO","storage.storagedagelijks",71,8927,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,11-10-2023 00:06_53,11-10-2023 00:06_53
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8921,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,10-10-2023 02:06_18,10-10-2023 02:06_18
"OKV_STORAGE_PO","storage.storagedagelijks",71,8920,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,10-10-2023 00:06_35,10-10-2023 00:06_35
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8914,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,09-10-2023 02:06_07,09-10-2023 02:06_07
"OKV_STORAGE_PO","storage.storagedagelijks",71,8912,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,09-10-2023 00:05_48,09-10-2023 00:05_48
"OKV_STORAGE_PO","storage.storagedagelijks",71,8911,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,08-10-2023 00:06_04,08-10-2023 00:06_04
"OKV_STORAGE_PO","storage.storagedagelijks",71,8907,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,07-10-2023 00:11_54,07-10-2023 00:11_54
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8903,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,06-10-2023 11:53_12,06-10-2023 11:53_12
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8902,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,06-10-2023 11:45_47,06-10-2023 11:45_47
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8901,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,06-10-2023 11:38_20,06-10-2023 11:38_20
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8900,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,06-10-2023 11:30_42,06-10-2023 11:30_42
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8899,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,06-10-2023 11:23_08,06-10-2023 11:23_08
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8898,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,06-10-2023 11:15_46,06-10-2023 11:15_46
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8897,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,06-10-2023 10:37_45,06-10-2023 10:37_45
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8896,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,06-10-2023 10:30_32,06-10-2023 10:30_32
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8895,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,06-10-2023 10:23_11,06-10-2023 10:23_11
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8894,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,06-10-2023 10:15_59,06-10-2023 10:15_59
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8893,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,06-10-2023 10:08_44,06-10-2023 10:08_44
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8892,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,06-10-2023 10:01_25,06-10-2023 10:01_25
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8891,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,06-10-2023 09:54_11,06-10-2023 09:54_11
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8890,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,06-10-2023 09:46_16,06-10-2023 09:46_16
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8889,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,06-10-2023 09:38_42,06-10-2023 09:38_42
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8888,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,06-10-2023 09:31_04,06-10-2023 09:31_04
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8886,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,06-10-2023 09:02_44,06-10-2023 09:02_44
"OKV_RESAFASA_PO","rf.brutos",38,8885,"DetecteerResafasaPakbon","dagelijks","Afgebroken",25550,"bestand",586,542,44,3,06-10-2023 03:45_25,23-10-2023 21:34_59
"OKV_RESAFASA_PO","rf.brutos",38,8885,"MasterBestandHarnasResafasa","dagelijks","Afgebroken",25559,"bestand",586,542,44,3,06-10-2023 03:45_18,23-10-2023 21:44_05
"OKV_RESAFASA_PO","rf.brutos",38,8885,"ResafasaPlatBestandHarnas","dagelijks","Afgebroken",145,"bestand",586,542,44,3,06-10-2023 03:45_21,06-10-2023 06:10_50
"OKV_STORAGE_PO","storage.storagedagelijks",71,8882,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,06-10-2023 00:05_47,06-10-2023 00:05_47
"OKV_UZS_PO","uzs.uzswekelijks",109,8879,"BronzoneHarnas","Wekelijks","Afgebroken",252,"datadump",12,7,5,4,05-10-2023 15:22_32,05-10-2023 19:34_25
"OKV_UZS_PO","uzs.uzswekelijks",109,8879,"LadenBronzone","Wekelijks","Afgebroken",66,"datadump",12,7,5,4,05-10-2023 18:27_41,05-10-2023 19:33_49
"OKV_UZS_PO","uzs.uzswekelijks",109,8879,"MasterDatapumpHarnas","Wekelijks","Afgebroken",472,"datadump",12,7,5,4,05-10-2023 11:42_24,05-10-2023 19:34_37
"OKV_UZS_PO","uzs.uzswekelijks",109,8879,"MasterSequenceDatapump","Wekelijks","Afgebroken",0,"datadump",12,7,5,4,05-10-2023 19:34_34,05-10-2023 19:34_34
"OKV_STORAGE_PO","storage.storagedagelijks",71,8874,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,05-10-2023 00:05_44,05-10-2023 00:05_44
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8872,"BronzoneHarnas","weekdagelijks om 02:00 Uur","Afgebroken",3,"bestand",426,157,269,5,04-10-2023 18:04_21,04-10-2023 18:07_26
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8872,"Creatie technische staging tabellen","weekdagelijks om 02:00 Uur","Afgebroken",2,"bestand",426,157,269,5,04-10-2023 18:04_53,04-10-2023 18:07_06
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8872,"InitialiserenBronzone","weekdagelijks om 02:00 Uur","Afgebroken",3,"bestand",426,157,269,5,04-10-2023 18:04_39,04-10-2023 18:07_16
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8872,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,5,04-10-2023 18:04_28,04-10-2023 18:04_28
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8872,"MasterBestandHarnas","weekdagelijks om 02:00 Uur","Afgebroken",7,"bestand",426,157,269,5,04-10-2023 18:00_42,04-10-2023 18:07_35
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8871,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,04-10-2023 17:57_10,04-10-2023 17:57_10
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8870,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,04-10-2023 17:49_38,04-10-2023 17:49_38
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8869,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,04-10-2023 17:42_22,04-10-2023 17:42_22
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8868,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,04-10-2023 17:34_54,04-10-2023 17:34_54
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8867,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,04-10-2023 17:27_31,04-10-2023 17:27_31
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8866,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,04-10-2023 17:19_54,04-10-2023 17:19_54
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8865,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,04-10-2023 17:12_07,04-10-2023 17:12_07
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8863,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,04-10-2023 15:53_18,04-10-2023 15:53_18
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8862,"ControlerenPakbon","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,3,04-10-2023 14:51_33,04-10-2023 14:51_57
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8862,"MasterBestandHarnas","weekdagelijks om 02:00 Uur","Afgebroken",2,"bestand",426,157,269,3,04-10-2023 14:50_39,04-10-2023 14:52_26
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,8862,"PlatBestandHarnas","weekdagelijks om 02:00 Uur","Afgebroken",2,"bestand",426,157,269,3,04-10-2023 14:50_42,04-10-2023 14:52_15
"OKV_STORAGE_PO","storage.storagedagelijks",71,8856,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,04-10-2023 00:05_27,04-10-2023 00:05_27
"OKV_STORAGE_PO","storage.storagedagelijks",71,8849,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,03-10-2023 00:05_20,03-10-2023 00:05_20
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,8844,"ControlerenPakbon","dagelijks","Afgebroken",0,"bestand",772,737,35,3,02-10-2023 14:47_48,02-10-2023 14:48_04
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,8844,"MasterBestandHarnas","dagelijks","Afgebroken",2,"bestand",772,737,35,3,02-10-2023 14:46_54,02-10-2023 14:48_34
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,8844,"PlatBestandHarnas","dagelijks","Afgebroken",1,"bestand",772,737,35,3,02-10-2023 14:46_57,02-10-2023 14:48_23
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,8843,"ControlerenPakbon","dagelijks","Afgebroken",1,"bestand",772,737,35,3,02-10-2023 14:30_19,02-10-2023 14:30_56
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,8843,"MasterBestandHarnas","dagelijks","Afgebroken",2,"bestand",772,737,35,3,02-10-2023 14:29_23,02-10-2023 14:31_25
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,8843,"PlatBestandHarnas","dagelijks","Afgebroken",2,"bestand",772,737,35,3,02-10-2023 14:29_26,02-10-2023 14:31_15
"OKV_PEERCODE_PO","peercode.peercodedagelijks",9,8842,"ControlerenPakbon","dagelijks","Afgebroken",1,"bestand",772,737,35,3,02-10-2023 14:19_11,02-10-2023 14:19_49
