"OKV_SCHEMA","DL_NAAM","DL_ID","DL_RUN_ID","PROCES_NAAM","DL_FREQUENTIE_INFO","PROCES_STATUS","VERSCHIL","TYPE_DL_NAAM","AANTAL_RUNS_PER_BRON","AANTAL_RUNS_GOED","AANTAL_RUNS_FOUT","RUN_FOUT","START_TIJD","EIND_TIJD"
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,10673,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,31-01-2024 02:03_28,31-01-2024 02:03_28
"OKV_STORAGE_PO","storage.storagedagelijks",71,10672,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,31-01-2024 00:03_57,31-01-2024 00:03_57
"OKV_RESAFASA_PO","rf.brutos",38,10664,"ControlerenResafasaPakbon","dagelijks","Afgebroken",0,"bestand",586,542,44,3,30-01-2024 12:42_13,30-01-2024 12:42_23
"OKV_RESAFASA_PO","rf.brutos",38,10664,"MasterBestandHarnasResafasa","dagelijks","Afgebroken",4,"bestand",586,542,44,3,30-01-2024 12:38_55,30-01-2024 12:42_49
"OKV_RESAFASA_PO","rf.brutos",38,10664,"ResafasaPlatBestandHarnas","dagelijks","Afgebroken",4,"bestand",586,542,44,3,30-01-2024 12:38_56,30-01-2024 12:42_44
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,10659,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,30-01-2024 02:03_34,30-01-2024 02:03_34
"OKV_STORAGE_PO","storage.storagedagelijks",71,10657,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,30-01-2024 00:06_55,30-01-2024 00:06_55
"OKV_RESAFASA_PO","rf.actie",137,10646,"ControlerenResafasaPakbon","dagelijks","Afgebroken",0,"bestand",34,31,3,3,29-01-2024 09:22_57,29-01-2024 09:23_08
"OKV_RESAFASA_PO","rf.actie",137,10646,"MasterBestandHarnasResafasa","dagelijks","Afgebroken",4,"bestand",34,31,3,3,29-01-2024 09:19_33,29-01-2024 09:23_22
"OKV_RESAFASA_PO","rf.actie",137,10646,"ResafasaPlatBestandHarnas","dagelijks","Afgebroken",4,"bestand",34,31,3,3,29-01-2024 09:19_35,29-01-2024 09:23_17
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,10643,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,29-01-2024 02:05_00,29-01-2024 02:05_00
"OKV_STORAGE_PO","storage.storagedagelijks",71,10639,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,29-01-2024 00:10_02,29-01-2024 00:10_02
"OKV_IMF_PO","imf.imfwekelijks",74,10638,"ControlerenPakbon","wekelijks,  zondag 23:45uur","Afgebroken",1,"bestand",133,122,11,3,28-01-2024 20:39_44,28-01-2024 20:40_16
"OKV_IMF_PO","imf.imfwekelijks",74,10638,"MasterBestandHarnas","wekelijks,  zondag 23:45uur","Afgebroken",10,"bestand",133,122,11,3,28-01-2024 20:30_11,28-01-2024 20:40_31
"OKV_IMF_PO","imf.imfwekelijks",74,10638,"PlatBestandHarnas","wekelijks,  zondag 23:45uur","Afgebroken",10,"bestand",133,122,11,3,28-01-2024 20:30_13,28-01-2024 20:40_26
"OKV_STORAGE_PO","storage.storagedagelijks",71,10637,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,28-01-2024 00:09_36,28-01-2024 00:09_36
"OKV_STORAGE_PO","storage.storagedagelijks",71,10632,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,27-01-2024 00:08_30,27-01-2024 00:08_30
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10631,"ControleerPreStaging","Dagelijks","Afgebroken",2,"datadump",394,370,24,4,26-01-2024 22:38_10,26-01-2024 22:40_14
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10631,"DatapumpHarnas","Dagelijks","Afgebroken",11,"datadump",394,370,24,4,26-01-2024 22:29_35,26-01-2024 22:40_24
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10631,"MasterDatapumpHarnas","Dagelijks","Afgebroken",11,"datadump",394,370,24,4,26-01-2024 22:29_33,26-01-2024 22:40_30
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10631,"MasterSequenceDatapump","Dagelijks","Afgebroken",0,"datadump",394,370,24,4,26-01-2024 22:40_28,26-01-2024 22:40_28
"OKV_RESAFASA_PO","rf.handh",99,10621,"BronzoneHarnas","Maandelijks","Afgebroken",4,"bestand",22,20,2,3,26-01-2024 15:34_26,26-01-2024 15:38_08
"OKV_RESAFASA_PO","rf.handh",99,10621,"LadenBronzone","Maandelijks","Afgebroken",2,"bestand",22,20,2,3,26-01-2024 15:35_34,26-01-2024 15:37_57
"OKV_RESAFASA_PO","rf.handh",99,10621,"MasterBestandHarnasResafasa","Maandelijks","Afgebroken",6,"bestand",22,20,2,3,26-01-2024 15:32_30,26-01-2024 15:38_19
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10618,"ControleerPreStaging","Dagelijks","Afgebroken",1,"datadump",394,370,24,4,26-01-2024 10:29_05,26-01-2024 10:29_44
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10618,"DatapumpHarnas","Dagelijks","Afgebroken",5,"datadump",394,370,24,4,26-01-2024 10:24_37,26-01-2024 10:29_54
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10618,"MasterDatapumpHarnas","Dagelijks","Afgebroken",5,"datadump",394,370,24,4,26-01-2024 10:24_35,26-01-2024 10:29_59
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10618,"MasterSequenceDatapump","Dagelijks","Afgebroken",0,"datadump",394,370,24,4,26-01-2024 10:29_58,26-01-2024 10:29_58
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,10614,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,26-01-2024 02:03_34,26-01-2024 02:03_34
"OKV_STORAGE_PO","storage.storagedagelijks",71,10609,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,26-01-2024 00:07_01,26-01-2024 00:07_01
"OKV_RESAFASA_PO","rf.handh",99,10572,"ControlerenResafasaPakbon","Maandelijks","Afgebroken",0,"bestand",22,20,2,3,25-01-2024 13:14_21,25-01-2024 13:14_31
"OKV_RESAFASA_PO","rf.handh",99,10572,"MasterBestandHarnasResafasa","Maandelijks","Afgebroken",1,"bestand",22,20,2,3,25-01-2024 13:13_28,25-01-2024 13:14_46
"OKV_RESAFASA_PO","rf.handh",99,10572,"ResafasaPlatBestandHarnas","Maandelijks","Afgebroken",1,"bestand",22,20,2,3,25-01-2024 13:13_30,25-01-2024 13:14_40
"OKV_RESAFASA_PO","rf.brutos",38,10535,"BronzoneHarnas","dagelijks","Afgebroken",5,"bestand",586,542,44,3,25-01-2024 03:57_39,25-01-2024 04:02_30
"OKV_RESAFASA_PO","rf.brutos",38,10535,"LadenBronzone","dagelijks","Afgebroken",3,"bestand",586,542,44,3,25-01-2024 03:59_51,25-01-2024 04:02_21
"OKV_RESAFASA_PO","rf.brutos",38,10535,"MasterBestandHarnasResafasa","dagelijks","Afgebroken",17,"bestand",586,542,44,3,25-01-2024 03:45_22,25-01-2024 04:02_37
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,10532,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,25-01-2024 02:03_58,25-01-2024 02:03_58
"OKV_STORAGE_PO","storage.storagedagelijks",71,10528,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,25-01-2024 00:04_44,25-01-2024 00:04_44
"OKV_STORAGE_PO","storage.storagedagelijks",71,10501,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,24-01-2024 10:19_19,24-01-2024 10:19_19
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,10495,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,24-01-2024 02:03_35,24-01-2024 02:03_35
"OKV_RESAFASA_PO","rf.actie",137,10489,"DetecteerResafasaPakbon","dagelijks","Afgebroken",360,"bestand",34,31,3,3,23-01-2024 21:00_15,24-01-2024 03:00_28
"OKV_RESAFASA_PO","rf.actie",137,10489,"MasterBestandHarnasResafasa","dagelijks","Afgebroken",360,"bestand",34,31,3,3,23-01-2024 21:00_11,24-01-2024 03:00_39
"OKV_RESAFASA_PO","rf.actie",137,10489,"ResafasaPlatBestandHarnas","dagelijks","Afgebroken",360,"bestand",34,31,3,3,23-01-2024 21:00_13,24-01-2024 03:00_33
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,10483,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,23-01-2024 02:03_23,23-01-2024 02:03_23
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,10450,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,22-01-2024 02:04_59,22-01-2024 02:04_59
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10446,"BronzoneHarnas","Dagelijks","Afgebroken",5,"datadump",394,370,24,4,21-01-2024 07:36_38,21-01-2024 07:42_04
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10446,"Inirt Bronzone","Dagelijks","Afgebroken",3,"datadump",394,370,24,4,21-01-2024 07:39_05,21-01-2024 07:41_57
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10446,"MasterDatapumpHarnas","Dagelijks","Afgebroken",17,"datadump",394,370,24,4,21-01-2024 07:24_57,21-01-2024 07:42_12
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10446,"MasterSequenceDatapump","Dagelijks","Afgebroken",0,"datadump",394,370,24,4,21-01-2024 07:42_09,21-01-2024 07:42_09
"OKV_EXCASSO_PO","excasso.excassowekelijks",135,10410,"BronzoneHarnas","wekelijks","Afgebroken",104,"datadump",21,17,4,4,19-01-2024 23:16_48,20-01-2024 01:00_36
"OKV_EXCASSO_PO","excasso.excassowekelijks",135,10410,"LadenBronzone","wekelijks","Afgebroken",46,"datadump",21,17,4,4,20-01-2024 00:14_10,20-01-2024 01:00_09
"OKV_EXCASSO_PO","excasso.excassowekelijks",135,10410,"MasterDatapumpHarnas","wekelijks","Afgebroken",122,"datadump",21,17,4,4,19-01-2024 22:58_51,20-01-2024 01:00_46
"OKV_EXCASSO_PO","excasso.excassowekelijks",135,10410,"MasterSequenceDatapump","wekelijks","Afgebroken",0,"datadump",21,17,4,4,20-01-2024 01:00_43,20-01-2024 01:00_43
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,10401,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,19-01-2024 17:38_48,19-01-2024 17:38_48
"OKV_RESAFASA_PO","rf.cdverkl",97,10365,"Maskeering","na release (kwartaal) en incidenteel","Afgebroken",0,"bestand",3,0,3,1,18-01-2024 16:33_26,18-01-2024 16:33_26
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,10353,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,18-01-2024 13:37_50,18-01-2024 13:37_50
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,10351,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,18-01-2024 13:23_09,18-01-2024 13:23_09
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10346,"DatapumpHarnas","Dagelijks","Afgebroken",1,"datadump",394,370,24,4,18-01-2024 09:46_50,18-01-2024 09:48_08
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10346,"DetecteerParfile","Dagelijks","Afgebroken",1,"datadump",394,370,24,4,18-01-2024 09:46_53,18-01-2024 09:48_02
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10346,"MasterDatapumpHarnas","Dagelijks","Afgebroken",1,"datadump",394,370,24,4,18-01-2024 09:46_48,18-01-2024 09:48_13
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10346,"MasterSequenceDatapump","Dagelijks","Afgebroken",0,"datadump",394,370,24,4,18-01-2024 09:48_11,18-01-2024 09:48_11
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,10273,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,16-01-2024 14:36_12,16-01-2024 14:36_12
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,10255,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,15-01-2024 02:03_45,15-01-2024 02:03_45
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10246,"DatapumpHarnas","Dagelijks","Afgebroken",1,"datadump",394,370,24,4,12-01-2024 17:23_15,12-01-2024 17:24_02
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10246,"Exporteerparfileenlogfile","Dagelijks","Afgebroken",0,"datadump",394,370,24,4,12-01-2024 17:23_35,12-01-2024 17:23_57
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10246,"MasterDatapumpHarnas","Dagelijks","Afgebroken",1,"datadump",394,370,24,4,12-01-2024 17:23_13,12-01-2024 17:24_07
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10246,"MasterSequenceDatapump","Dagelijks","Afgebroken",0,"datadump",394,370,24,4,12-01-2024 17:24_05,12-01-2024 17:24_05
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,10233,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,12-01-2024 02:03_45,12-01-2024 02:03_45
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,10226,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,11-01-2024 02:03_41,11-01-2024 02:03_41
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10222,"BronzoneHarnas","Dagelijks","Afgebroken",4,"datadump",394,370,24,4,10-01-2024 15:27_07,10-01-2024 15:30_49
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10222,"Inirt Bronzone","Dagelijks","Afgebroken",1,"datadump",394,370,24,4,10-01-2024 15:29_32,10-01-2024 15:30_42
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10222,"MasterDatapumpHarnas","Dagelijks","Afgebroken",16,"datadump",394,370,24,4,10-01-2024 15:14_46,10-01-2024 15:30_55
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10222,"MasterSequenceDatapump","Dagelijks","Afgebroken",0,"datadump",394,370,24,4,10-01-2024 15:30_53,10-01-2024 15:30_53
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10220,"BronzoneHarnas","Dagelijks","Afgebroken",16,"datadump",394,370,24,5,10-01-2024 12:12_50,10-01-2024 12:28_37
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10220,"Laden Bronzone","Dagelijks","Afgebroken",2,"datadump",394,370,24,5,10-01-2024 12:26_34,10-01-2024 12:28_31
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10220,"Laden Delta tabel","Dagelijks","Afgebroken",1,"datadump",394,370,24,5,10-01-2024 12:27_00,10-01-2024 12:28_25
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10220,"MasterDatapumpHarnas","Dagelijks","Afgebroken",27,"datadump",394,370,24,5,10-01-2024 12:01_51,10-01-2024 12:28_42
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10220,"MasterSequenceDatapump","Dagelijks","Afgebroken",0,"datadump",394,370,24,5,10-01-2024 12:28_41,10-01-2024 12:28_41
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,10216,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,10-01-2024 02:03_43,10-01-2024 02:03_43
"OKV_RESAFASA_PO","rf.actie",137,10214,"GenereerSchemaFiles","dagelijks","Afgebroken",0,"bestand",34,31,3,3,09-01-2024 22:55_33,09-01-2024 22:55_57
"OKV_RESAFASA_PO","rf.actie",137,10214,"MasterBestandHarnasResafasa","dagelijks","Afgebroken",116,"bestand",34,31,3,3,09-01-2024 21:00_09,09-01-2024 22:56_12
"OKV_RESAFASA_PO","rf.actie",137,10214,"ResafasaPlatBestandHarnas","dagelijks","Afgebroken",116,"bestand",34,31,3,3,09-01-2024 21:00_11,09-01-2024 22:56_04
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10213,"BronzoneHarnas","Dagelijks","Afgebroken",10,"datadump",394,370,24,4,09-01-2024 20:53_37,09-01-2024 21:03_47
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10213,"Inirt Bronzone","Dagelijks","Afgebroken",2,"datadump",394,370,24,4,09-01-2024 21:01_21,09-01-2024 21:03_38
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10213,"MasterDatapumpHarnas","Dagelijks","Afgebroken",34,"datadump",394,370,24,4,09-01-2024 20:30_02,09-01-2024 21:03_54
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10213,"MasterSequenceDatapump","Dagelijks","Afgebroken",0,"datadump",394,370,24,4,09-01-2024 21:03_51,09-01-2024 21:03_51
"OKV_EXCASSO_PO","excasso.excassowekelijks",135,10206,"Controleerparfileenlogfile","wekelijks","Afgebroken",0,"datadump",21,17,4,4,09-01-2024 15:51_02,09-01-2024 15:51_23
"OKV_EXCASSO_PO","excasso.excassowekelijks",135,10206,"DatapumpHarnas","wekelijks","Afgebroken",2,"datadump",21,17,4,4,09-01-2024 15:49_34,09-01-2024 15:51_43
"OKV_EXCASSO_PO","excasso.excassowekelijks",135,10206,"MasterDatapumpHarnas","wekelijks","Afgebroken",2,"datadump",21,17,4,4,09-01-2024 15:49_32,09-01-2024 15:51_55
"OKV_EXCASSO_PO","excasso.excassowekelijks",135,10206,"MasterSequenceDatapump","wekelijks","Afgebroken",0,"datadump",21,17,4,4,09-01-2024 15:51_50,09-01-2024 15:51_50
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,10185,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,09-01-2024 02:05_25,09-01-2024 02:05_25
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,10147,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,08-01-2024 02:04_10,08-01-2024 02:04_10
"OKV_STORAGE_PO","storage.storagedagelijks",71,10095,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,06-01-2024 00:04_44,06-01-2024 00:04_44
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,10074,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,05-01-2024 02:03_44,05-01-2024 02:03_44
"OKV_STORAGE_PO","storage.storagedagelijks",71,10064,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,05-01-2024 00:03_43,05-01-2024 00:03_43
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,10058,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,04-01-2024 02:03_43,04-01-2024 02:03_43
"OKV_STORAGE_PO","storage.storagedagelijks",71,10056,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,04-01-2024 00:04_34,04-01-2024 00:04_34
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10053,"Controleerparfileenlogfile","Dagelijks","Afgebroken",0,"datadump",394,370,24,4,03-01-2024 12:32_35,03-01-2024 12:32_45
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10053,"DatapumpHarnas","Dagelijks","Afgebroken",2,"datadump",394,370,24,4,03-01-2024 12:30_58,03-01-2024 12:32_53
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10053,"MasterDatapumpHarnas","Dagelijks","Afgebroken",2,"datadump",394,370,24,4,03-01-2024 12:30_56,03-01-2024 12:32_59
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10053,"MasterSequenceDatapump","Dagelijks","Afgebroken",0,"datadump",394,370,24,4,03-01-2024 12:32_57,03-01-2024 12:32_57
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,10047,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,03-01-2024 02:03_33,03-01-2024 02:03_33
"OKV_STORAGE_PO","storage.storagedagelijks",71,10046,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,03-01-2024 00:06_09,03-01-2024 00:06_09
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,10034,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,02-01-2024 02:03_43,02-01-2024 02:03_43
"OKV_STORAGE_PO","storage.storagedagelijks",71,10033,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,02-01-2024 00:06_02,02-01-2024 00:06_02
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,10026,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,01-01-2024 02:03_44,01-01-2024 02:03_44
"OKV_STORAGE_PO","storage.storagedagelijks",71,10024,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,01-01-2024 00:05_45,01-01-2024 00:05_45
"OKV_STORAGE_PO","storage.storagedagelijks",71,10022,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,31-12-2023 00:05_47,31-12-2023 00:05_47
"OKV_STORAGE_PO","storage.storagedagelijks",71,10017,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,30-12-2023 00:04_42,30-12-2023 00:04_42
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10016,"Controleerparfileenlogfile","Dagelijks","Afgebroken",0,"datadump",394,370,24,4,29-12-2023 23:09_59,29-12-2023 23:10_08
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10016,"DatapumpHarnas","Dagelijks","Afgebroken",4,"datadump",394,370,24,4,29-12-2023 23:06_10,29-12-2023 23:10_17
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10016,"MasterDatapumpHarnas","Dagelijks","Afgebroken",4,"datadump",394,370,24,4,29-12-2023 23:06_08,29-12-2023 23:10_22
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10016,"MasterSequenceDatapump","Dagelijks","Afgebroken",0,"datadump",394,370,24,4,29-12-2023 23:10_20,29-12-2023 23:10_20
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10011,"Controleerparfileenlogfile","Dagelijks","Afgebroken",0,"datadump",394,370,24,4,29-12-2023 15:35_08,29-12-2023 15:35_21
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10011,"DatapumpHarnas","Dagelijks","Afgebroken",2,"datadump",394,370,24,4,29-12-2023 15:33_38,29-12-2023 15:35_30
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10011,"MasterDatapumpHarnas","Dagelijks","Afgebroken",2,"datadump",394,370,24,4,29-12-2023 15:33_37,29-12-2023 15:35_35
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10011,"MasterSequenceDatapump","Dagelijks","Afgebroken",0,"datadump",394,370,24,4,29-12-2023 15:35_33,29-12-2023 15:35_33
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10005,"Controleerparfileenlogfile","Dagelijks","Afgebroken",0,"datadump",394,370,24,4,29-12-2023 10:54_17,29-12-2023 10:54_29
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10005,"DatapumpHarnas","Dagelijks","Afgebroken",2,"datadump",394,370,24,4,29-12-2023 10:52_43,29-12-2023 10:54_37
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10005,"MasterDatapumpHarnas","Dagelijks","Afgebroken",2,"datadump",394,370,24,4,29-12-2023 10:52_41,29-12-2023 10:54_42
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,10005,"MasterSequenceDatapump","Dagelijks","Afgebroken",0,"datadump",394,370,24,4,29-12-2023 10:54_41,29-12-2023 10:54_41
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,10001,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,29-12-2023 02:03_42,29-12-2023 02:03_42
"OKV_STORAGE_PO","storage.storagedagelijks",71,10000,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,29-12-2023 00:04_22,29-12-2023 00:04_22
"OKV_EXCASSO_PO","excasso.excassowekelijks",135,9997,"BronzoneHarnas","wekelijks","Afgebroken",1,"datadump",21,17,4,4,28-12-2023 22:58_44,28-12-2023 22:59_17
"OKV_EXCASSO_PO","excasso.excassowekelijks",135,9997,"MaskeringsDataVullen","wekelijks","Afgebroken",0,"datadump",21,17,4,4,28-12-2023 22:58_45,28-12-2023 22:59_12
"OKV_EXCASSO_PO","excasso.excassowekelijks",135,9997,"MasterDatapumpHarnas","wekelijks","Afgebroken",19,"datadump",21,17,4,4,28-12-2023 22:40_45,28-12-2023 22:59_23
"OKV_EXCASSO_PO","excasso.excassowekelijks",135,9997,"MasterSequenceDatapump","wekelijks","Afgebroken",0,"datadump",21,17,4,4,28-12-2023 22:59_21,28-12-2023 22:59_21
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,9993,"Controleerparfileenlogfile","Dagelijks","Afgebroken",0,"datadump",394,370,24,4,28-12-2023 15:01_10,28-12-2023 15:01_21
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,9993,"DatapumpHarnas","Dagelijks","Afgebroken",2,"datadump",394,370,24,4,28-12-2023 14:59_30,28-12-2023 15:01_29
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,9993,"MasterDatapumpHarnas","Dagelijks","Afgebroken",2,"datadump",394,370,24,4,28-12-2023 14:59_28,28-12-2023 15:01_34
"OKV_FLEKS_PO","fleks.fleksdagelijks",111,9993,"MasterSequenceDatapump","Dagelijks","Afgebroken",0,"datadump",394,370,24,4,28-12-2023 15:01_33,28-12-2023 15:01_33
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,9987,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,28-12-2023 02:05_36,28-12-2023 02:05_36
"OKV_STORAGE_PO","storage.storagedagelijks",71,9983,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,28-12-2023 00:03_22,28-12-2023 00:03_22
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,9965,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,27-12-2023 02:03_49,27-12-2023 02:03_49
"OKV_STORAGE_PO","storage.storagedagelijks",71,9963,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,27-12-2023 00:03_09,27-12-2023 00:03_09
"OKV_PEOPLESOFTHCM_PO","psh.pshdagelijks",68,9959,"Maskeering","weekdagelijks om 02:00 Uur","Afgebroken",0,"bestand",426,157,269,1,26-12-2023 02:04_51,26-12-2023 02:04_51
"OKV_STORAGE_PO","storage.storagedagelijks",71,9957,"Maskeering","Dagelijks","Afgebroken",0,"bestand",504,166,338,1,26-12-2023 00:03_08,26-12-2023 00:03_08
"OKV_RESAFASA_PO","rf.brutos",38,9953,"DetecteerResafasaPakbon","dagelijks","Afgebroken",145,"bestand",586,542,44,3,25-12-2023 03:45_17,25-12-2023 06:10_27
