"OKV_SCHEMA,""DL_NAAM"",""DL_FREQUENTIE_INFO"",""TYPE_DL_NAAM"",""AANTAL_RUNS_PER_BRON"",""AANTAL_RUNS_GOED"",""AANTAL_RUNS_FOUT"",""DL_RUN_ID"",""RUN_FOUT"",""DL_ID"",""PROCES_NAAM"",""PROCES_STATUS"",""START_TIJD"",""EIND_TIJD"",""VERSCHIL"""
"OKV_STORAGE_PO,""storage.storagedagelijks"",""Dagelijks"",""bestand"",495,166,329,10064,1,71,""MasterBestandHarnas"",""Klaar"",05-01-2024 00:01_09,05-01-2024 00:05_34,4"
"OKV_STORAGE_PO,""storage.storagedagelijks"",""Dagelijks"",""bestand"",495,166,329,10064,1,71,""PlatBestandHarnas"",""Klaar"",05-01-2024 00:01_12,05-01-2024 00:03_36,2"
"OKV_STORAGE_PO,""storage.storagedagelijks"",""Dagelijks"",""bestand"",495,166,329,10064,1,71,""VerplaatsenBestandenNaarArchiefFolder"",""Klaar"",05-01-2024 00:03_33,05-01-2024 00:03_35,0"
"OKV_STORAGE_PO,""storage.storagedagelijks"",""Dagelijks"",""bestand"",495,166,329,10064,1,71,""VerplaatsenBestandenNaarVerwerkingsFolder"",""Klaar"",05-01-2024 00:01_29,05-01-2024 00:01_31,0"
"OKV_STORAGE_PO,""storage.storagedagelijks"",""Dagelijks"",""bestand"",495,166,329,10064,1,71,""VerwijderParamBestanden"",""Klaar"",05-01-2024 00:05_24,05-01-2024 00:05_26,0"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""BronzoneHarnas"",""Klaar"",04-01-2024 22:33_29,04-01-2024 22:38_42,5"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""BronzonePreProces"",""Klaar"",04-01-2024 22:34_14,04-01-2024 22:34_17,0"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""ControlerenResafasaPakbon"",""Klaar"",04-01-2024 22:31_49,04-01-2024 22:31_56,0"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""ControlerenStagingResafasa"",""Klaar"",04-01-2024 22:33_01,04-01-2024 22:33_12,0"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""Creatie delta tabel"",""Klaar"",04-01-2024 22:34_38,04-01-2024 22:34_42,0"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""Creatie technische staging tabellen"",""Klaar"",04-01-2024 22:34_24,04-01-2024 22:34_36,0"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""DetecteerResafasaPakbon"",""Klaar"",04-01-2024 21:00_18,04-01-2024 22:31_39,91"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""GenereerSchemaFile"",""Klaar"",04-01-2024 22:32_04,04-01-2024 22:32_07,0"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""GenereerSchemaFiles"",""Klaar"",04-01-2024 22:32_00,04-01-2024 22:32_09,0"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""GenereerStagingSynonyms"",""Klaar"",04-01-2024 22:33_14,04-01-2024 22:33_18,0"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""GenereerStagingTabel"",""Klaar"",04-01-2024 22:32_13,04-01-2024 22:32_18,0"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""GenereerStagingTabellen"",""Klaar"",04-01-2024 22:32_10,04-01-2024 22:32_26,0"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""InitialiserenBronzone"",""Klaar"",04-01-2024 22:34_19,04-01-2024 22:34_55,1"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""InlezenResafasaPakbon"",""Klaar"",04-01-2024 22:31_44,04-01-2024 22:31_48,0"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""Laden delta tabel"",""Klaar"",04-01-2024 22:36_27,04-01-2024 22:38_16,2"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""Laden technische HUB staging tabel"",""Klaar"",04-01-2024 22:35_07,04-01-2024 22:35_20,0"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""Laden technische staging tabel"",""Klaar"",04-01-2024 22:35_05,04-01-2024 22:35_57,1"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""LadenBestand"",""Klaar"",04-01-2024 22:32_31,04-01-2024 22:32_58,0"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""LadenBronzone"",""Klaar"",04-01-2024 22:34_57,04-01-2024 22:38_41,4"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""LadenResafasaSingleRecord"",""Klaar"",04-01-2024 22:32_27,04-01-2024 22:33_00,1"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""MaskeringsDataVullen"",""Klaar"",04-01-2024 22:33_30,04-01-2024 22:34_12,1"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""MasterBestandHarnasResafasa"",""Klaar"",04-01-2024 21:00_13,04-01-2024 22:38_54,99"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""PlatBestandHarnas"",""Klaar"",04-01-2024 22:33_26,04-01-2024 22:33_26,0"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""VerplaatsenBestandenNaarArchiefFolder"",""Klaar"",04-01-2024 22:33_20,04-01-2024 22:33_25,0"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""VerplaatsenBestandenNaarVerwerkingsFolder"",""Klaar"",04-01-2024 22:31_41,04-01-2024 22:31_43,0"
"OKV_RESAFASA_PO,""rf.actie"",""dagelijks"",""bestand"",14,14,0,10063,0,137,""VerwijderParamBestanden"",""Klaar"",04-01-2024 22:38_44,04-01-2024 22:38_45,0"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""BronzoneHarnas"",""Klaar"",04-01-2024 17:01_56,04-01-2024 17:03_48,2"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""BronzonePreProces"",""Klaar"",04-01-2024 17:02_18,04-01-2024 17:02_21,0"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""ControlerenPakbon"",""Klaar"",04-01-2024 17:00_44,04-01-2024 17:00_55,0"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""ControlerenStaging"",""Klaar"",04-01-2024 17:01_40,04-01-2024 17:01_49,0"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""Creatie delta tabel"",""Klaar"",04-01-2024 17:02_41,04-01-2024 17:02_45,0"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""Creatie technische staging tabellen"",""Klaar"",04-01-2024 17:02_28,04-01-2024 17:02_39,0"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""DetecteerPakbon"",""Klaar"",04-01-2024 17:00_14,04-01-2024 17:00_24,0"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""GenereerSchemaFile"",""Klaar"",04-01-2024 17:01_02,04-01-2024 17:01_06,0"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""GenereerSchemaFiles"",""Klaar"",04-01-2024 17:00_58,04-01-2024 17:01_07,0"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""GenereerStagingSynonyms"",""Klaar"",04-01-2024 17:01_35,04-01-2024 17:01_38,0"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""GenereerStagingTabel"",""Klaar"",04-01-2024 17:01_11,04-01-2024 17:01_16,0"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""GenereerStagingTabellen"",""Klaar"",04-01-2024 17:01_09,04-01-2024 17:01_20,0"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""InitialiserenBronzone"",""Klaar"",04-01-2024 17:02_23,04-01-2024 17:02_58,1"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""InlezenPakbon"",""Klaar"",04-01-2024 17:00_29,04-01-2024 17:00_43,0"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""Laden delta tabel"",""Klaar"",04-01-2024 17:03_27,04-01-2024 17:03_31,0"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""Laden technische HUB staging tabel"",""Klaar"",04-01-2024 17:03_12,04-01-2024 17:03_19,0"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""Laden technische staging tabel"",""Klaar"",04-01-2024 17:03_09,04-01-2024 17:03_18,0"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""LadenBestand"",""Klaar"",04-01-2024 17:01_27,04-01-2024 17:01_31,0"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""LadenBestanden"",""Klaar"",04-01-2024 17:01_22,04-01-2024 17:01_33,0"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""LadenBronzone"",""Klaar"",04-01-2024 17:03_00,04-01-2024 17:03_47,1"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""MaskeringsDataVullen"",""Klaar"",04-01-2024 17:01_57,04-01-2024 17:02_17,0"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""MasterBestandHarnas"",""Klaar"",04-01-2024 17:00_10,04-01-2024 17:03_59,4"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""PlatBestandHarnas"",""Klaar"",04-01-2024 17:00_12,04-01-2024 17:01_53,2"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""VerplaatsenBestandenNaarArchiefFolder"",""Klaar"",04-01-2024 17:01_50,04-01-2024 17:01_52,0"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""VerplaatsenBestandenNaarVerwerkingsFolder"",""Klaar"",04-01-2024 17:00_25,04-01-2024 17:00_27,0"
"OKV_DAU_PO,""dau.daudagelijks"",""Dagelijks"",""bestand"",245,244,1,10062,0,87,""VerwijderParamBestanden"",""Klaar"",04-01-2024 17:03_50,04-01-2024 17:03_51,0"
"OKV_CBBS_PO,""cbbs.cbbsmaandelijks"",""Maandelijks"",""datadump"",3,3,0,10061,0,131,""BronzoneHarnas"",""Klaar"",04-01-2024 05:02_18,04-01-2024 11:59_21,417"
"OKV_CBBS_PO,""cbbs.cbbsmaandelijks"",""Maandelijks"",""datadump"",3,3,0,10061,0,131,""ControleerPreStaging"",""Klaar"",04-01-2024 04:51_06,04-01-2024 04:51_26,0"
"OKV_CBBS_PO,""cbbs.cbbsmaandelijks"",""Maandelijks"",""datadump"",3,3,0,10061,0,131,""Controleerparfileenlogfile"",""Klaar"",04-01-2024 04:01_29,04-01-2024 04:01_36,0"
"OKV_CBBS_PO,""cbbs.cbbsmaandelijks"",""Maandelijks"",""datadump"",3,3,0,10061,0,131,""ControlerenStaging"",""Klaar"",04-01-2024 04:53_02,04-01-2024 04:54_27,1"
"OKV_CBBS_PO,""cbbs.cbbsmaandelijks"",""Maandelijks"",""datadump"",3,3,0,10061,0,131,""DatapumpHarnas"",""Klaar"",04-01-2024 04:00_14,04-01-2024 05:02_15,62"
"OKV_CBBS_PO,""cbbs.cbbsmaandelijks"",""Maandelijks"",""datadump"",3,3,0,10061,0,131,""DetecteerParfile"",""Klaar"",04-01-2024 04:00_17,04-01-2024 04:00_26,0"
"OKV_CBBS_PO,""cbbs.cbbsmaandelijks"",""Maandelijks"",""datadump"",3,3,0,10061,0,131,""Exporteerparfileenlogfile"",""Klaar"",04-01-2024 04:00_31,04-01-2024 04:01_25,1"
"OKV_CBBS_PO,""cbbs.cbbsmaandelijks"",""Maandelijks"",""datadump"",3,3,0,10061,0,131,""Genereer DML"",""Klaar"",04-01-2024 05:08_13,04-01-2024 05:14_28,6"
"OKV_CBBS_PO,""cbbs.cbbsmaandelijks"",""Maandelijks"",""datadump"",3,3,0,10061,0,131,""GenereerStagingSynonyms"",""Klaar"",04-01-2024 04:51_28,04-01-2024 04:53_00,2"
"OKV_CBBS_PO,""cbbs.cbbsmaandelijks"",""Maandelijks"",""datadump"",3,3,0,10061,0,131,""Importeerdatapump"",""Klaar"",04-01-2024 04:01_37,04-01-2024 04:51_04,49"
"OKV_CBBS_PO,""cbbs.cbbsmaandelijks"",""Maandelijks"",""datadump"",3,3,0,10061,0,131,""Inirt Bronzone"",""Klaar"",04-01-2024 05:07_53,04-01-2024 05:14_35,7"
"OKV_CBBS_PO,""cbbs.cbbsmaandelijks"",""Maandelijks"",""datadump"",3,3,0,10061,0,131,""Laden Bronzone"",""Klaar"",04-01-2024 05:14_37,04-01-2024 11:59_20,405"
"OKV_CBBS_PO,""cbbs.cbbsmaandelijks"",""Maandelijks"",""datadump"",3,3,0,10061,0,131,""Laden Delta tabel"",""Klaar"",04-01-2024 05:14_59,04-01-2024 11:59_10,404"
"OKV_CBBS_PO,""cbbs.cbbsmaandelijks"",""Maandelijks"",""datadump"",3,3,0,10061,0,131,""MaskeringsDataVullen"",""Klaar"",04-01-2024 05:02_19,04-01-2024 05:07_51,6"
"OKV_CBBS_PO,""cbbs.cbbsmaandelijks"",""Maandelijks"",""datadump"",3,3,0,10061,0,131,""MasterDatapumpHarnas"",""Klaar"",04-01-2024 04:00_12,04-01-2024 11:59_26,479"
"OKV_CBBS_PO,""cbbs.cbbsmaandelijks"",""Maandelijks"",""datadump"",3,3,0,10061,0,131,""Update recentste verwerking"",""Klaar"",04-01-2024 11:59_30,04-01-2024 11:59_33,0"
"OKV_CBBS_PO,""cbbs.cbbsmaandelijks"",""Maandelijks"",""datadump"",3,3,0,10061,0,131,""VerplaatsenBestandenNaarArchiefFolder"",""Klaar"",04-01-2024 04:54_28,04-01-2024 05:02_14,8"
"OKV_CBBS_PO,""cbbs.cbbsmaandelijks"",""Maandelijks"",""datadump"",3,3,0,10061,0,131,""VerplaatsenBestandenNaarVerwerkingsFolder"",""Klaar"",04-01-2024 04:00_28,04-01-2024 04:00_29,0"
"OKV_CBBS_PO,""cbbs.cbbsmaandelijks"",""Maandelijks"",""datadump"",3,3,0,10061,0,131,""VerwijderParamBestanden"",""Klaar"",04-01-2024 11:59_23,04-01-2024 11:59_25,0"
"OKV_WWF_PO,""wwf.wwfdagelijks"",""Dagelijks"",""datadump"",126,125,1,10060,0,117,""BronzoneHarnas"",""Klaar"",04-01-2024 04:13_42,04-01-2024 05:49_30,96"
"OKV_WWF_PO,""wwf.wwfdagelijks"",""Dagelijks"",""datadump"",126,125,1,10060,0,117,""ControleerPreStaging"",""Klaar"",04-01-2024 04:11_33,04-01-2024 04:11_47,0"
"OKV_WWF_PO,""wwf.wwfdagelijks"",""Dagelijks"",""datadump"",126,125,1,10060,0,117,""Controleerparfileenlogfile"",""Klaar"",04-01-2024 04:05_05,04-01-2024 04:05_11,0"
"OKV_WWF_PO,""wwf.wwfdagelijks"",""Dagelijks"",""datadump"",126,125,1,10060,0,117,""ControlerenStaging"",""Klaar"",04-01-2024 04:12_23,04-01-2024 04:12_52,0"
"OKV_WWF_PO,""wwf.wwfdagelijks"",""Dagelijks"",""datadump"",126,125,1,10060,0,117,""DatapumpHarnas"",""Klaar"",04-01-2024 04:00_15,04-01-2024 04:13_39,13"
"OKV_WWF_PO,""wwf.wwfdagelijks"",""Dagelijks"",""datadump"",126,125,1,10060,0,117,""DetecteerParfile"",""Klaar"",04-01-2024 04:00_19,04-01-2024 04:04_41,4"
"OKV_WWF_PO,""wwf.wwfdagelijks"",""Dagelijks"",""datadump"",126,125,1,10060,0,117,""Exporteerparfileenlogfile"",""Klaar"",04-01-2024 04:04_46,04-01-2024 04:05_00,0"
"OKV_WWF_PO,""wwf.wwfdagelijks"",""Dagelijks"",""datadump"",126,125,1,10060,0,117,""Genereer DML"",""Klaar"",04-01-2024 04:26_11,04-01-2024 04:28_00,2"
"OKV_WWF_PO,""wwf.wwfdagelijks"",""Dagelijks"",""datadump"",126,125,1,10060,0,117,""GenereerStagingSynonyms"",""Klaar"",04-01-2024 04:11_48,04-01-2024 04:12_21,1"
"OKV_WWF_PO,""wwf.wwfdagelijks"",""Dagelijks"",""datadump"",126,125,1,10060,0,117,""Importeerdatapump"",""Klaar"",04-01-2024 04:05_13,04-01-2024 04:11_31,6"
"OKV_WWF_PO,""wwf.wwfdagelijks"",""Dagelijks"",""datadump"",126,125,1,10060,0,117,""Inirt Bronzone"",""Klaar"",04-01-2024 04:25_52,04-01-2024 04:28_05,2"
"OKV_WWF_PO,""wwf.wwfdagelijks"",""Dagelijks"",""datadump"",126,125,1,10060,0,117,""Laden Bronzone"",""Klaar"",04-01-2024 04:28_07,04-01-2024 05:49_29,81"
"OKV_WWF_PO,""wwf.wwfdagelijks"",""Dagelijks"",""datadump"",126,125,1,10060,0,117,""Laden Delta tabel"",""Klaar"",04-01-2024 04:28_33,04-01-2024 05:49_22,81"
"OKV_WWF_PO,""wwf.wwfdagelijks"",""Dagelijks"",""datadump"",126,125,1,10060,0,117,""MaskeringsDataVullen"",""Klaar"",04-01-2024 04:13_44,04-01-2024 04:25_51,12"
"OKV_WWF_PO,""wwf.wwfdagelijks"",""Dagelijks"",""datadump"",126,125,1,10060,0,117,""MasterDatapumpHarnas"",""Klaar"",04-01-2024 04:00_12,04-01-2024 05:49_35,109"
"OKV_WWF_PO,""wwf.wwfdagelijks"",""Dagelijks"",""datadump"",126,125,1,10060,0,117,""Update recentste verwerking"",""Klaar"",04-01-2024 05:49_39,04-01-2024 05:49_42,0"
"OKV_WWF_PO,""wwf.wwfdagelijks"",""Dagelijks"",""datadump"",126,125,1,10060,0,117,""VerplaatsenBestandenNaarArchiefFolder"",""Klaar"",04-01-2024 04:12_54,04-01-2024 04:13_38,1"
"OKV_WWF_PO,""wwf.wwfdagelijks"",""Dagelijks"",""datadump"",126,125,1,10060,0,117,""VerplaatsenBestandenNaarVerwerkingsFolder"",""Klaar"",04-01-2024 04:04_43,04-01-2024 04:04_45,0"
"OKV_WWF_PO,""wwf.wwfdagelijks"",""Dagelijks"",""datadump"",126,125,1,10060,0,117,""VerwijderParamBestanden"",""Klaar"",04-01-2024 05:49_32,04-01-2024 05:49_34,0"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""BronzoneHarnas"",""Klaar"",04-01-2024 03:55_56,04-01-2024 03:58_22,2"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""BronzonePreProces"",""Klaar"",04-01-2024 03:56_26,04-01-2024 03:56_29,0"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""ControlerenResafasaPakbon"",""Klaar"",04-01-2024 03:54_28,04-01-2024 03:54_33,0"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""ControlerenStagingResafasa"",""Klaar"",04-01-2024 03:55_32,04-01-2024 03:55_40,0"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""Creatie delta tabel"",""Klaar"",04-01-2024 03:56_48,04-01-2024 03:56_52,0"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""Creatie technische staging tabellen"",""Klaar"",04-01-2024 03:56_36,04-01-2024 03:56_46,0"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""DetecteerResafasaPakbon"",""Klaar"",04-01-2024 03:45_20,04-01-2024 03:54_18,9"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""GenereerSchemaFile"",""Klaar"",04-01-2024 03:54_41,04-01-2024 03:54_45,0"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""GenereerSchemaFiles"",""Klaar"",04-01-2024 03:54_38,04-01-2024 03:54_46,0"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""GenereerStagingSynonyms"",""Klaar"",04-01-2024 03:55_42,04-01-2024 03:55_46,0"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""GenereerStagingTabel"",""Klaar"",04-01-2024 03:54_50,04-01-2024 03:54_54,0"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""GenereerStagingTabellen"",""Klaar"",04-01-2024 03:54_48,04-01-2024 03:54_59,0"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""InitialiserenBronzone"",""Klaar"",04-01-2024 03:56_30,04-01-2024 03:57_05,1"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""InlezenResafasaPakbon"",""Klaar"",04-01-2024 03:54_23,04-01-2024 03:54_26,0"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""Laden delta tabel"",""Klaar"",04-01-2024 03:57_50,04-01-2024 03:58_03,0"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""Laden technische HUB staging tabel"",""Klaar"",04-01-2024 03:57_17,04-01-2024 03:57_24,0"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""Laden technische staging tabel"",""Klaar"",04-01-2024 03:57_14,04-01-2024 03:57_26,0"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""LadenBestand"",""Klaar"",04-01-2024 03:55_05,04-01-2024 03:55_29,0"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""LadenBronzone"",""Klaar"",04-01-2024 03:57_06,04-01-2024 03:58_21,1"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""LadenResafasaSingleRecord"",""Klaar"",04-01-2024 03:55_01,04-01-2024 03:55_31,0"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""MaskeringsDataVullen"",""Klaar"",04-01-2024 03:55_57,04-01-2024 03:56_24,0"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""MasterBestandHarnasResafasa"",""Klaar"",04-01-2024 03:45_14,04-01-2024 03:58_34,13"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""PlatBestandHarnas"",""Klaar"",04-01-2024 03:55_53,04-01-2024 03:55_53,0"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""VerplaatsenBestandenNaarArchiefFolder"",""Klaar"",04-01-2024 03:55_49,04-01-2024 03:55_52,0"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""VerplaatsenBestandenNaarVerwerkingsFolder"",""Klaar"",04-01-2024 03:54_19,04-01-2024 03:54_21,0"
"OKV_RESAFASA_PO,""rf.brutos"",""dagelijks"",""bestand"",566,524,42,10059,0,38,""VerwijderParamBestanden"",""Klaar"",04-01-2024 03:58_24,04-01-2024 03:58_26,0"
"OKV_PEOPLESOFTHCM_PO,""psh.pshdagelijks"",""weekdagelijks om 02:00 Uur"",""bestand"",408,157,251,10058,1,68,""BronzoneHarnas"",""Klaar"",04-01-2024 02:03_38,04-01-2024 02:05_53,2"
"OKV_PEOPLESOFTHCM_PO,""psh.pshdagelijks"",""weekdagelijks om 02:00 Uur"",""bestand"",408,157,251,10058,1,68,""BronzonePreProces"",""Klaar"",04-01-2024 02:03_45,04-01-2024 02:03_48,0"
"OKV_PEOPLESOFTHCM_PO,""psh.pshdagelijks"",""weekdagelijks om 02:00 Uur"",""bestand"",408,157,251,10058,1,68,""ControlerenPakbon"",""Klaar"",04-01-2024 02:01_49,04-01-2024 02:02_00,0"
"OKV_PEOPLESOFTHCM_PO,""psh.pshdagelijks"",""weekdagelijks om 02:00 Uur"",""bestand"",408,157,251,10058,1,68,""ControlerenStaging"",""Klaar"",04-01-2024 02:03_08,04-01-2024 02:03_28,0"
"OKV_PEOPLESOFTHCM_PO,""psh.pshdagelijks"",""weekdagelijks om 02:00 Uur"",""bestand"",408,157,251,10058,1,68,""Creatie delta tabel"",""Klaar"",04-01-2024 02:04_26,04-01-2024 02:04_32,0"
"OKV_PEOPLESOFTHCM_PO,""psh.pshdagelijks"",""weekdagelijks om 02:00 Uur"",""bestand"",408,157,251,10058,1,68,""Creatie technische staging tabellen"",""Klaar"",04-01-2024 02:03_57,04-01-2024 02:04_25,0"
"OKV_PEOPLESOFTHCM_PO,""psh.pshdagelijks"",""weekdagelijks om 02:00 Uur"",""bestand"",408,157,251,10058,1,68,""DetecteerPakbon"",""Klaar"",04-01-2024 02:00_19,04-01-2024 02:01_29,1"
"OKV_PEOPLESOFTHCM_PO,""psh.pshdagelijks"",""weekdagelijks om 02:00 Uur"",""bestand"",408,157,251,10058,1,68,""GenereerSchemaFile"",""Klaar"",04-01-2024 02:02_08,04-01-2024 02:02_18,0"
"OKV_PEOPLESOFTHCM_PO,""psh.pshdagelijks"",""weekdagelijks om 02:00 Uur"",""bestand"",408,157,251,10058,1,68,""GenereerSchemaFiles"",""Klaar"",04-01-2024 02:02_04,04-01-2024 02:02_20,0"
"OKV_PEOPLESOFTHCM_PO,""psh.pshdagelijks"",""weekdagelijks om 02:00 Uur"",""bestand"",408,157,251,10058,1,68,""GenereerStagingSynonyms"",""Klaar"",04-01-2024 02:03_00,04-01-2024 02:03_07,0"
